Âge,Sexe,Revenu_Mensuel,Diplôme,Lieu_de_Vie,Sport,Lecture,Culture,Type_Alimentation,Score_Écologie,Orientation_Politique,Religion,Usage_Réseaux_Sociaux,Achats_en_Ligne,Fréquence_Voyages
18,Femme,2339,Bac,Grande ville,3x+/sem,Occasionnel,1x/an,Industriel,5,Droite,Pratiquant,Jamais,1x/sem,1x/an
32,Femme,2640,Doctorat,Grande ville,1-2x/sem,Occasionnel,Jamais,Bio,6,Droite,Croyant non pratiquant,Jamais,1x/mois,Jamais
34,Homme,2439,Bac,Grande ville,Rarement,Régulier,2-4x/an,Industriel,6,Centre,Croyant non pratiquant,<1h/j,1x/mois,Jamais
60,Homme,2499,Bac+5,Ville moyenne,Rarement,Régulier,2-4x/an,Équilibré,7,Apolitique,Croyant non pratiquant,Jamais,1x/mois,Jamais
36,Femme,2305,Bac,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,5,Droite,Athée,<1h/j,1x/sem,1x/an
67,Femme,593,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Industriel,8,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
36,Homme,1776,Bac+2,Ville moyenne,3x+/sem,Occasionnel,1x/mois ou +,Bio,5,Apolitique,Athée,<1h/j,1x/sem,4x+/an
37,Femme,854,Aucun,Grande ville,Rarement,Occasionnel,1x/an,Bio,3,Centre,Croyant non pratiquant,3h+/j,1x/sem,2-3x/an
18,Femme,3095,Bac,Banlieue,Rarement,Occasionnel,2-4x/an,Équilibré,3,Gauche,Croyant non pratiquant,<1h/j,1x/mois,Jamais
40,Femme,1988,Doctorat,Ville moyenne,Rarement,Occasionnel,1x/an,Bio,5,Gauche,Pratiquant,1-3h/j,1x/mois,1x/an
33,Femme,3015,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,5,Centre,Croyant non pratiquant,Jamais,1x/sem,Jamais
41,Homme,1175,Bac+5,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Bio,7,Droite,Agnostique,<1h/j,1x/sem,2-3x/an
37,Femme,1926,Bac+5,Grande ville,3x+/sem,Occasionnel,Jamais,Équilibré,6,Apolitique,Agnostique,1-3h/j,1x/sem,1x/an
32,Femme,2210,Doctorat,Grande ville,3x+/sem,Régulier,1x/mois ou +,Industriel,1,Centre,Croyant non pratiquant,1-3h/j,Jamais,1x/an
41,Homme,1735,Bac,Grande ville,Rarement,Occasionnel,Jamais,Équilibré,3,Apolitique,Agnostique,1-3h/j,1x/sem,Jamais
54,Homme,2150,Bac,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,5,Gauche,Athée,<1h/j,1x/mois,Jamais
58,Homme,3185,Aucun,Ville moyenne,Jamais,Occasionnel,1x/an,Industriel,7,Gauche,Athée,3h+/j,2x+/sem,4x+/an
50,Homme,1174,Bac+5,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Bio,3,Gauche,Pratiquant,Jamais,1x/sem,2-3x/an
49,Femme,500,Bac+2,Grande ville,1-2x/sem,Régulier,Jamais,Bio,8,Droite,Agnostique,Jamais,Jamais,Jamais
48,Homme,3280,Bac+5,Banlieue,3x+/sem,Occasionnel,1x/mois ou +,Bio,9,Droite,Agnostique,3h+/j,1x/mois,Jamais
32,Homme,1366,Aucun,Grande ville,Jamais,Jamais,2-4x/an,Bio,7,Centre,Athée,<1h/j,1x/sem,1x/an
18,Homme,2897,Bac+5,Ville moyenne,3x+/sem,Occasionnel,1x/an,Industriel,6,Apolitique,Pratiquant,<1h/j,Jamais,1x/an
66,Homme,2521,Bac+2,Campagne,Rarement,Occasionnel,1x/an,Équilibré,10,Droite,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
29,Homme,1826,Bac,Grande ville,Jamais,Occasionnel,2-4x/an,Industriel,10,Droite,Pratiquant,<1h/j,2x+/sem,2-3x/an
52,Femme,2304,Bac+2,Banlieue,Jamais,Régulier,Jamais,Équilibré,7,Gauche,Agnostique,1-3h/j,Jamais,Jamais
54,Femme,1087,Bac+2,Ville moyenne,1-2x/sem,Jamais,1x/mois ou +,Industriel,5,Droite,Pratiquant,3h+/j,1x/sem,1x/an
65,Femme,2068,Bac,Grande ville,Rarement,Régulier,1x/an,Industriel,2,Apolitique,Athée,<1h/j,Jamais,2-3x/an
47,Homme,2475,Bac+5,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Végétarien,6,Centre,Athée,1-3h/j,1x/sem,1x/an
43,Homme,1380,Bac+2,Grande ville,3x+/sem,Occasionnel,2-4x/an,Bio,5,Apolitique,Agnostique,Jamais,1x/mois,Jamais
28,Femme,1695,Bac+5,Ville moyenne,Rarement,Occasionnel,1x/an,Équilibré,8,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
49,Femme,2250,Bac+5,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Bio,5,Apolitique,Pratiquant,1-3h/j,1x/mois,2-3x/an
19,Homme,3058,Aucun,Grande ville,3x+/sem,Jamais,1x/mois ou +,Industriel,3,Droite,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
27,Homme,1997,Bac+2,Grande ville,3x+/sem,Régulier,1x/an,Végétarien,3,Apolitique,Athée,1-3h/j,1x/sem,1x/an
63,Femme,1655,Bac+5,Campagne,1-2x/sem,Occasionnel,Jamais,Bio,2,Centre,Athée,3h+/j,1x/mois,2-3x/an
39,Homme,1882,Bac,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,3,Centre,Agnostique,<1h/j,Jamais,1x/an
26,Femme,2928,Bac+5,Banlieue,Rarement,Régulier,1x/mois ou +,Industriel,2,Droite,Agnostique,<1h/j,1x/sem,1x/an
47,Homme,1486,Bac+5,Grande ville,3x+/sem,Occasionnel,2-4x/an,Végétarien,10,Gauche,Athée,3h+/j,1x/mois,Jamais
42,Homme,1759,Bac,Grande ville,1-2x/sem,Régulier,1x/mois ou +,Équilibré,7,Apolitique,Pratiquant,1-3h/j,Jamais,Jamais
38,Femme,1494,Bac+5,Campagne,Rarement,Occasionnel,2-4x/an,Industriel,8,Apolitique,Pratiquant,3h+/j,1x/mois,4x+/an
35,Homme,1836,Bac+2,Grande ville,Rarement,Jamais,2-4x/an,Équilibré,6,Centre,Athée,1-3h/j,1x/sem,1x/an
37,Homme,2170,Bac+5,Grande ville,Jamais,Occasionnel,1x/an,Bio,7,Centre,Agnostique,Jamais,1x/mois,2-3x/an
68,Homme,2827,Bac+5,Banlieue,1-2x/sem,Occasionnel,1x/mois ou +,Bio,8,Apolitique,Athée,<1h/j,1x/sem,2-3x/an
57,Femme,500,Bac,Grande ville,1-2x/sem,Jamais,1x/mois ou +,Industriel,2,Centre,Agnostique,<1h/j,Jamais,1x/an
33,Homme,2444,Aucun,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,2,Droite,Athée,<1h/j,1x/mois,2-3x/an
66,Homme,1286,Bac+2,Ville moyenne,Rarement,Régulier,Jamais,Bio,8,Droite,Pratiquant,1-3h/j,2x+/sem,1x/an
56,Homme,2474,Bac,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Équilibré,8,Centre,Pratiquant,1-3h/j,1x/mois,1x/an
52,Femme,2991,Bac,Banlieue,Rarement,Occasionnel,1x/mois ou +,Industriel,5,Centre,Agnostique,1-3h/j,1x/mois,4x+/an
46,Femme,2796,Bac,Grande ville,1-2x/sem,Jamais,1x/mois ou +,Bio,5,Centre,Agnostique,<1h/j,1x/sem,1x/an
63,Femme,2126,Bac+5,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Équilibré,6,Centre,Agnostique,3h+/j,1x/sem,1x/an
47,Femme,2667,Bac+2,Grande ville,Rarement,Régulier,2-4x/an,Industriel,5,Apolitique,Athée,Jamais,1x/mois,Jamais
69,Homme,1245,Bac+5,Ville moyenne,Jamais,Jamais,1x/an,Équilibré,9,Apolitique,Agnostique,<1h/j,2x+/sem,Jamais
65,Homme,1945,Bac+2,Banlieue,Rarement,Jamais,2-4x/an,Bio,5,Apolitique,Athée,1-3h/j,1x/sem,1x/an
20,Femme,3215,Aucun,Grande ville,1-2x/sem,Jamais,2-4x/an,Industriel,10,Apolitique,Athée,1-3h/j,1x/sem,1x/an
49,Femme,1368,Bac,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Industriel,8,Apolitique,Athée,3h+/j,Jamais,1x/an
31,Homme,2157,Bac+5,Banlieue,3x+/sem,Occasionnel,1x/mois ou +,Équilibré,4,Apolitique,Pratiquant,3h+/j,1x/sem,2-3x/an
43,Femme,1704,Bac,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Équilibré,8,Gauche,Pratiquant,1-3h/j,Jamais,2-3x/an
22,Femme,1843,Doctorat,Grande ville,3x+/sem,Régulier,2-4x/an,Équilibré,1,Gauche,Pratiquant,<1h/j,2x+/sem,1x/an
45,Femme,2324,Bac,Ville moyenne,1-2x/sem,Jamais,1x/an,Végétarien,2,Droite,Agnostique,3h+/j,1x/mois,1x/an
25,Homme,1784,Bac+2,Banlieue,3x+/sem,Régulier,2-4x/an,Équilibré,4,Droite,Croyant non pratiquant,1-3h/j,1x/sem,Jamais
62,Femme,1997,Bac+5,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,9,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
65,Homme,1596,Bac+5,Banlieue,1-2x/sem,Régulier,1x/an,Industriel,7,Gauche,Pratiquant,<1h/j,2x+/sem,Jamais
50,Femme,539,Bac+5,Grande ville,1-2x/sem,Régulier,1x/an,Industriel,8,Apolitique,Agnostique,1-3h/j,Jamais,2-3x/an
53,Homme,2154,Bac+5,Grande ville,3x+/sem,Occasionnel,Jamais,Équilibré,1,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
30,Homme,2351,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,8,Gauche,Athée,1-3h/j,1x/mois,4x+/an
37,Homme,3105,Bac,Grande ville,3x+/sem,Régulier,2-4x/an,Bio,2,Centre,Athée,1-3h/j,Jamais,2-3x/an
35,Femme,1894,Bac,Banlieue,Rarement,Occasionnel,Jamais,Bio,7,Apolitique,Agnostique,1-3h/j,1x/sem,1x/an
68,Homme,884,Doctorat,Banlieue,Rarement,Régulier,1x/an,Bio,1,Droite,Croyant non pratiquant,Jamais,1x/mois,1x/an
67,Femme,1396,Bac+2,Banlieue,Rarement,Occasionnel,2-4x/an,Équilibré,1,Droite,Pratiquant,Jamais,2x+/sem,Jamais
37,Homme,2432,Doctorat,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Bio,3,Apolitique,Athée,1-3h/j,1x/mois,4x+/an
60,Femme,1932,Bac+2,Banlieue,1-2x/sem,Jamais,2-4x/an,Équilibré,5,Apolitique,Croyant non pratiquant,<1h/j,Jamais,1x/an
50,Femme,2223,Bac+2,Campagne,1-2x/sem,Occasionnel,1x/an,Équilibré,10,Droite,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
38,Femme,1717,Bac+2,Ville moyenne,3x+/sem,Occasionnel,1x/mois ou +,Industriel,8,Gauche,Croyant non pratiquant,3h+/j,2x+/sem,2-3x/an
63,Femme,3495,Doctorat,Banlieue,3x+/sem,Occasionnel,1x/an,Bio,4,Apolitique,Athée,<1h/j,1x/mois,2-3x/an
41,Homme,3382,Bac+5,Campagne,Jamais,Régulier,1x/mois ou +,Bio,3,Droite,Agnostique,<1h/j,1x/mois,4x+/an
45,Homme,1254,Bac+2,Banlieue,Jamais,Régulier,2-4x/an,Industriel,5,Gauche,Agnostique,<1h/j,Jamais,4x+/an
22,Homme,2727,Aucun,Campagne,Rarement,Régulier,2-4x/an,Industriel,8,Centre,Croyant non pratiquant,1-3h/j,Jamais,1x/an
47,Homme,2243,Bac+2,Campagne,Jamais,Occasionnel,1x/an,Bio,10,Centre,Pratiquant,1-3h/j,1x/mois,4x+/an
60,Homme,2010,Bac+5,Grande ville,3x+/sem,Régulier,2-4x/an,Industriel,2,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,1x/an
41,Femme,1312,Aucun,Grande ville,3x+/sem,Occasionnel,1x/an,Industriel,8,Apolitique,Agnostique,<1h/j,Jamais,2-3x/an
56,Femme,3297,Bac+5,Ville moyenne,Jamais,Occasionnel,2-4x/an,Bio,10,Droite,Agnostique,1-3h/j,Jamais,2-3x/an
31,Femme,2932,Bac,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,9,Apolitique,Agnostique,1-3h/j,1x/sem,2-3x/an
53,Femme,834,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Équilibré,10,Centre,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
53,Femme,3106,Doctorat,Banlieue,Jamais,Régulier,1x/an,Industriel,6,Centre,Athée,1-3h/j,1x/mois,Jamais
43,Homme,1969,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,Jamais,Bio,9,Apolitique,Athée,<1h/j,1x/mois,4x+/an
30,Homme,1521,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,6,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
57,Femme,1218,Bac+2,Campagne,3x+/sem,Occasionnel,2-4x/an,Équilibré,1,Gauche,Pratiquant,3h+/j,Jamais,1x/an
38,Femme,2755,Bac+2,Banlieue,1-2x/sem,Occasionnel,1x/mois ou +,Équilibré,9,Centre,Croyant non pratiquant,<1h/j,1x/mois,Jamais
43,Femme,2319,Aucun,Grande ville,1-2x/sem,Régulier,1x/an,Bio,9,Droite,Athée,1-3h/j,1x/sem,1x/an
51,Femme,1300,Bac+2,Ville moyenne,Rarement,Occasionnel,2-4x/an,Industriel,5,Gauche,Agnostique,<1h/j,1x/sem,1x/an
57,Femme,1351,Bac+2,Banlieue,Rarement,Occasionnel,1x/an,Bio,7,Droite,Agnostique,1-3h/j,Jamais,2-3x/an
31,Homme,1689,Bac,Grande ville,Rarement,Occasionnel,Jamais,Équilibré,1,Gauche,Athée,<1h/j,1x/mois,2-3x/an
38,Femme,1589,Bac+5,Grande ville,Rarement,Occasionnel,Jamais,Bio,1,Apolitique,Pratiquant,1-3h/j,1x/mois,Jamais
60,Homme,2422,Bac+2,Ville moyenne,1-2x/sem,Jamais,Jamais,Équilibré,2,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
66,Femme,2302,Bac,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,10,Apolitique,Athée,3h+/j,1x/sem,1x/an
64,Homme,1491,Bac,Campagne,Jamais,Occasionnel,2-4x/an,Industriel,6,Centre,Agnostique,1-3h/j,Jamais,1x/an
67,Homme,673,Bac+2,Grande ville,Rarement,Jamais,Jamais,Industriel,6,Gauche,Croyant non pratiquant,Jamais,2x+/sem,4x+/an
36,Homme,932,Bac+2,Campagne,1-2x/sem,Occasionnel,1x/an,Industriel,1,Droite,Athée,3h+/j,1x/mois,2-3x/an
29,Homme,2696,Bac+5,Grande ville,Rarement,Jamais,Jamais,Bio,7,Apolitique,Athée,<1h/j,1x/sem,2-3x/an
53,Homme,1204,Doctorat,Campagne,3x+/sem,Occasionnel,1x/an,Industriel,3,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
47,Homme,2088,Bac,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Industriel,9,Apolitique,Pratiquant,<1h/j,Jamais,2-3x/an
61,Femme,589,Bac+5,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,10,Droite,Athée,Jamais,1x/sem,1x/an
50,Femme,2317,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Industriel,9,Apolitique,Pratiquant,<1h/j,2x+/sem,1x/an
61,Homme,3535,Bac+2,Grande ville,Rarement,Régulier,1x/an,Industriel,7,Droite,Athée,1-3h/j,2x+/sem,2-3x/an
