Sexe,Âge,Statut_SocioEco,Type_Bac,Mention_Bac,Boursier,Note_Math,Note_Français,Note_Statistiques,Note_Programmation,Note_Anglais,Absences,Engagement_Associatif,Motivation,Stress,Temps_Travail_Perso_hebdo,Diplôme_Obtenu
Homme,24,Élevé,Général,Aucune,Non,14.7,10.1,9.2,8.0,11.0,7,Aucun,10.0,6.8,9.9,Oui
Femme,26,Moyen,Général,Assez Bien,Oui,10.7,11.3,8.2,9.1,11.9,7,Aucun,1.9,7.0,12.2,Non
Homme,26,Faible,Général,Très Bien,Oui,15.3,15.9,12.7,13.0,12.5,4,Aucun,8.1,1.8,9.9,Oui
Homme,24,Faible,Général,Assez Bien,Non,13.0,11.9,5.9,10.6,10.7,4,Aucun,7.9,5.5,5.8,Oui
Femme,23,Moyen,Général,Passable,Non,7.8,10.2,12.2,10.7,12.0,5,Aucun,7.6,2.9,20.0,Non
Homme,22,Faible,Général,Passable,Oui,15.8,9.8,12.6,15.6,10.7,3,Aucun,6.9,6.5,12.8,Oui
Homme,22,Moyen,Professionnel,Assez Bien,Non,16.2,12.8,7.9,8.6,12.7,7,Aucun,7.6,6.7,11.7,Oui
Homme,19,Moyen,Général,Très Bien,Non,14.1,8.7,8.0,17.5,10.9,4,Actif,8.2,2.6,6.6,Oui
Homme,18,Moyen,Professionnel,Assez Bien,Non,9.2,11.4,9.8,8.7,11.3,4,Occasionnel,5.0,7.9,5.5,Non
Homme,20,Moyen,Général,Assez Bien,Non,10.6,12.8,11.3,11.3,10.4,4,Occasionnel,7.1,10.0,6.9,Oui
Femme,20,Élevé,Général,Aucune,Non,11.9,15.2,10.0,10.0,12.7,8,Aucun,6.1,7.6,12.3,Oui
Homme,19,Moyen,Général,Assez Bien,Non,9.4,13.7,11.8,11.4,11.3,5,Aucun,4.3,5.1,4.0,Oui
Homme,22,Moyen,Général,Bien,Non,16.6,10.2,15.8,12.6,14.8,3,Actif,7.9,4.7,3.7,Oui
Homme,23,Élevé,Général,Assez Bien,Oui,11.9,14.9,9.0,12.5,13.8,11,Occasionnel,5.4,5.0,10.2,Oui
Homme,21,Élevé,Technologique,Très Bien,Oui,3.4,11.3,5.4,8.4,12.9,7,Aucun,3.5,3.6,9.3,Oui
Homme,24,Moyen,Général,Aucune,Oui,12.5,8.9,13.0,7.1,11.4,5,Aucun,5.4,6.1,4.9,Oui
Femme,18,Moyen,Professionnel,Assez Bien,Non,10.5,11.6,15.5,19.8,13.8,6,Occasionnel,4.9,2.7,3.6,Oui
Homme,20,Moyen,Technologique,Assez Bien,Oui,11.3,15.6,11.7,9.3,14.4,2,Actif,8.6,1.0,13.8,Oui
Femme,19,Élevé,Général,Assez Bien,Non,10.4,12.4,7.2,13.4,13.3,1,Aucun,6.8,6.0,9.4,Oui
Femme,16,Élevé,Général,Passable,Oui,13.9,12.0,10.1,5.4,16.2,3,Occasionnel,9.3,5.6,2.5,Oui
Homme,20,Faible,Général,Passable,Oui,14.9,16.1,7.1,10.0,13.9,5,Occasionnel,5.2,4.1,2.8,Oui
Homme,20,Moyen,Général,Passable,Non,12.3,8.4,12.4,10.6,14.8,7,Actif,8.2,2.3,6.6,Oui
Homme,24,Moyen,Général,Bien,Oui,10.5,8.8,6.4,12.7,13.3,3,Actif,10.0,6.2,10.9,Non
Homme,22,Moyen,Général,Bien,Oui,11.4,8.0,9.6,1.5,14.4,4,Aucun,7.2,3.0,10.4,Oui
Femme,18,Faible,Général,Bien,Oui,11.6,12.9,7.5,11.6,11.4,2,Occasionnel,8.2,5.2,12.5,Oui
Homme,25,Élevé,Général,Passable,Non,9.1,12.4,10.9,7.0,12.1,5,Occasionnel,7.9,9.9,2.0,Oui
Homme,24,Moyen,Professionnel,Très Bien,Oui,13.2,15.9,9.4,12.1,13.7,2,Occasionnel,3.7,7.1,8.9,Oui
Homme,22,Élevé,Technologique,Assez Bien,Non,12.9,12.6,11.0,7.4,13.7,5,Actif,7.7,2.1,13.7,Oui
Homme,20,Élevé,Professionnel,Passable,Non,16.1,11.0,10.6,8.0,14.0,7,Actif,7.1,2.3,13.3,Oui
Homme,18,Moyen,Général,Passable,Oui,15.3,12.0,7.5,10.0,15.2,3,Aucun,6.0,5.9,9.4,Oui
Homme,20,Moyen,Général,Assez Bien,Oui,9.4,12.3,12.4,7.3,10.2,6,Aucun,4.7,2.1,17.4,Non
Femme,23,Moyen,Général,Assez Bien,Oui,14.0,7.8,10.4,9.3,11.1,3,Occasionnel,7.9,1.0,10.4,Oui
Femme,25,Faible,Général,Très Bien,Non,8.6,18.8,7.5,6.8,13.5,10,Aucun,4.6,6.8,12.2,Oui
Homme,24,Moyen,Général,Passable,Oui,13.6,13.3,17.2,4.6,11.6,5,Aucun,10.0,6.3,8.2,Oui
Homme,19,Faible,Technologique,Passable,Oui,10.0,12.5,11.9,14.6,19.8,3,Aucun,6.7,6.6,4.9,Oui
Homme,18,Moyen,Technologique,Bien,Non,8.4,13.5,10.0,6.5,14.0,7,Actif,4.1,6.2,4.5,Oui
Femme,21,Faible,Général,Assez Bien,Non,12.3,13.8,14.7,10.4,12.8,3,Aucun,5.5,5.3,8.7,Oui
Homme,16,Faible,Général,Passable,Oui,3.5,11.6,16.0,13.6,12.0,5,Occasionnel,5.9,3.8,7.2,Oui
Femme,21,Faible,Général,Passable,Oui,6.2,10.4,10.1,8.8,12.0,4,Aucun,10.0,6.8,0.9,Non
Homme,20,Faible,Général,Bien,Non,11.0,13.5,11.5,8.1,13.1,7,Aucun,4.7,9.3,3.9,Oui
Homme,19,Moyen,Général,Assez Bien,Non,11.7,13.0,7.5,11.8,13.2,4,Aucun,6.3,4.2,6.7,Oui
Homme,17,Moyen,Général,Bien,Non,10.4,10.0,10.1,14.9,12.1,4,Aucun,5.4,2.9,10.9,Oui
Homme,22,Moyen,Général,Bien,Non,6.8,15.5,9.9,6.9,12.5,3,Actif,7.5,2.7,7.9,Non
Femme,19,Faible,Professionnel,Aucune,Non,9.0,12.7,11.1,10.5,15.7,6,Actif,5.5,3.3,7.7,Oui
Femme,18,Faible,Général,Passable,Non,12.7,13.8,11.5,4.9,15.8,10,Occasionnel,4.2,6.0,4.1,Oui
Homme,13,Faible,Technologique,Passable,Non,13.2,15.5,12.2,9.6,13.5,3,Aucun,6.1,1.0,8.1,Oui
Homme,20,Faible,Général,Très Bien,Oui,11.5,12.1,11.2,11.1,10.3,5,Occasionnel,5.9,6.6,13.3,Oui
Femme,25,Élevé,Général,Passable,Non,15.0,12.8,6.9,8.0,14.1,4,Aucun,5.3,7.1,8.6,Oui
Femme,25,Faible,Général,Assez Bien,Oui,12.7,14.0,7.7,9.4,16.1,5,Aucun,5.4,1.0,2.0,Oui
Femme,19,Moyen,Général,Bien,Oui,9.3,10.2,8.9,6.1,15.7,2,Occasionnel,8.9,3.1,3.0,Non
Femme,19,Faible,Général,Assez Bien,Non,10.7,12.1,9.7,11.3,14.5,3,Occasionnel,5.9,5.7,10.4,Oui
Homme,22,Faible,Technologique,Très Bien,Oui,7.3,12.3,13.7,14.7,15.8,4,Aucun,4.2,5.1,7.1,Oui
Femme,18,Moyen,Technologique,Passable,Non,11.2,9.6,7.0,7.2,13.1,6,Aucun,5.6,6.8,7.7,Oui
Homme,21,Moyen,Général,Assez Bien,Oui,14.8,17.8,9.4,8.8,14.3,7,Actif,6.6,5.1,5.5,Oui
Femme,22,Faible,Général,Bien,Non,13.6,8.5,13.4,12.8,11.6,4,Aucun,3.8,8.7,10.0,Oui
Femme,24,Faible,Professionnel,Bien,Non,15.7,8.8,9.6,15.2,13.6,7,Actif,9.8,4.7,6.8,Oui
Femme,20,Moyen,Général,Bien,Non,10.6,15.3,11.9,5.8,15.7,4,Actif,8.2,3.0,7.3,Oui
Femme,20,Faible,Général,Très Bien,Oui,15.5,13.8,10.1,10.4,11.8,5,Occasionnel,9.4,2.8,4.6,Oui
Femme,18,Faible,Général,Assez Bien,Oui,10.9,9.4,11.3,12.0,11.3,6,Aucun,7.3,7.3,11.7,Non
Homme,18,Élevé,Technologique,Passable,Non,15.9,13.5,9.8,10.6,13.2,9,Occasionnel,2.3,5.6,7.1,Oui
Homme,20,Moyen,Professionnel,Très Bien,Oui,11.4,15.7,12.5,2.3,12.5,3,Aucun,9.6,7.1,10.4,Oui
Femme,21,Moyen,Général,Très Bien,Non,13.6,11.9,5.9,12.8,14.3,9,Aucun,4.8,7.0,3.2,Oui
Femme,23,Moyen,Professionnel,Assez Bien,Non,15.9,18.5,9.4,16.3,12.1,6,Occasionnel,4.9,1.0,14.9,Oui
Homme,18,Moyen,Technologique,Passable,Oui,10.9,7.7,11.4,11.4,16.4,2,Aucun,6.8,2.6,13.1,Oui
Femme,24,Moyen,Général,Bien,Oui,12.2,13.7,12.1,7.4,10.4,9,Aucun,9.3,2.9,0.4,Oui
Femme,20,Moyen,Général,Bien,Oui,15.4,14.9,15.0,9.2,15.5,4,Occasionnel,8.6,3.5,4.8,Oui
Homme,20,Moyen,Général,Assez Bien,Non,11.1,14.2,9.3,17.2,11.5,5,Occasionnel,8.3,4.4,9.9,Oui
Femme,19,Faible,Professionnel,Bien,Oui,7.5,11.5,14.9,14.2,9.4,5,Aucun,5.9,8.0,2.7,Oui
Femme,14,Moyen,Général,Très Bien,Oui,17.9,11.3,8.5,13.2,13.5,4,Aucun,5.8,8.5,7.5,Non
Homme,23,Moyen,Technologique,Passable,Oui,10.1,13.1,14.5,12.2,12.5,3,Aucun,7.2,4.8,9.7,Oui
Homme,22,Élevé,Général,Assez Bien,Non,12.0,14.0,13.0,8.7,10.8,5,Aucun,6.2,4.9,7.3,Oui
Homme,20,Moyen,Technologique,Assez Bien,Oui,15.0,13.5,7.8,10.3,9.6,4,Occasionnel,8.3,3.7,10.2,Oui
Femme,21,Moyen,Général,Passable,Oui,9.7,14.6,11.4,10.7,13.0,3,Occasionnel,8.2,5.7,5.2,Oui
Homme,22,Faible,Général,Passable,Non,8.5,9.5,10.3,12.9,15.0,5,Occasionnel,7.7,6.0,0.0,Oui
Homme,17,Moyen,Technologique,Bien,Non,12.3,11.4,12.4,16.3,14.2,6,Aucun,1.4,7.5,11.9,Oui
Homme,19,Faible,Technologique,Assez Bien,Non,6.1,9.6,9.8,14.9,13.1,9,Aucun,6.8,7.5,11.9,Oui
Homme,22,Moyen,Professionnel,Bien,Oui,10.6,11.0,9.6,6.0,14.0,3,Aucun,6.3,1.0,18.0,Non
Homme,17,Faible,Général,Bien,Oui,12.2,14.5,14.6,11.8,12.9,5,Aucun,6.8,5.1,0.0,Oui
Homme,21,Moyen,Technologique,Passable,Non,10.7,12.3,10.2,13.6,10.1,7,Aucun,5.0,9.0,11.0,Oui
Femme,17,Faible,Général,Passable,Oui,6.9,18.5,13.0,13.2,10.2,5,Aucun,3.9,4.4,0.1,Oui
Femme,22,Moyen,Général,Aucune,Non,16.3,12.5,9.8,8.8,12.6,2,Aucun,7.4,8.3,15.0,Oui
Homme,20,Élevé,Général,Assez Bien,Non,11.8,12.1,15.5,21.2,12.7,5,Occasionnel,5.8,4.7,10.0,Oui
Homme,16,Faible,Général,Bien,Oui,15.8,12.3,8.5,6.5,14.7,7,Occasionnel,7.6,5.9,4.2,Oui
Homme,23,Moyen,Général,Bien,Non,10.7,10.4,8.7,7.2,14.5,8,Occasionnel,5.2,2.7,11.1,Non
Femme,19,Moyen,Professionnel,Passable,Non,8.9,11.9,15.1,11.8,14.2,2,Aucun,9.3,2.8,5.8,Non
Femme,18,Faible,Général,Assez Bien,Oui,12.3,14.8,9.2,18.4,12.4,3,Actif,8.5,7.3,9.2,Oui
Femme,21,Moyen,Technologique,Assez Bien,Non,10.9,12.3,15.3,8.1,10.2,6,Actif,7.1,7.7,8.8,Oui
Femme,23,Faible,Général,Passable,Oui,8.0,10.0,13.2,10.1,13.8,3,Aucun,6.1,5.6,15.0,Oui
Femme,18,Moyen,Général,Passable,Oui,15.9,9.7,10.0,14.8,14.1,6,Occasionnel,8.2,2.4,15.3,Oui
Femme,21,Moyen,Général,Passable,Oui,9.6,10.9,5.1,10.9,8.2,10,Actif,7.3,5.6,5.6,Non
Femme,22,Moyen,Professionnel,Très Bien,Non,6.0,12.2,10.4,9.8,11.3,2,Occasionnel,7.0,8.6,12.2,Oui
Femme,22,Moyen,Professionnel,Passable,Non,15.5,15.0,10.8,13.0,11.6,6,Aucun,8.6,9.9,9.4,Oui
Femme,21,Faible,Professionnel,Passable,Non,10.0,8.6,14.0,12.0,13.2,5,Aucun,9.4,4.7,2.3,Oui
Homme,20,Faible,Professionnel,Bien,Oui,9.7,11.2,15.3,14.6,11.4,3,Occasionnel,4.0,1.4,5.2,Non
Homme,18,Moyen,Général,Assez Bien,Non,6.2,12.4,8.4,15.5,12.9,4,Aucun,4.4,7.6,17.3,Oui
Homme,21,Moyen,Général,Bien,Oui,16.7,7.4,12.9,12.1,12.6,5,Actif,4.9,4.8,9.4,Non
Homme,18,Élevé,Technologique,Aucune,Non,7.6,9.9,12.8,12.0,12.7,5,Occasionnel,3.5,7.9,12.0,Oui
Femme,13,Élevé,Général,Très Bien,Oui,11.7,10.3,13.7,11.7,11.6,9,Aucun,6.4,6.2,7.2,Oui
Femme,22,Élevé,Général,Assez Bien,Oui,14.2,10.0,12.0,12.7,11.7,6,Occasionnel,7.7,3.3,5.8,Oui
Homme,23,Moyen,Général,Bien,Oui,12.8,12.5,4.7,11.2,10.8,4,Occasionnel,6.5,5.6,8.1,Oui
Femme,15,Moyen,Général,Passable,Non,11.3,11.6,10.0,11.0,13.8,3,Aucun,5.4,8.8,6.9,Oui
Homme,18,Moyen,Général,Bien,Oui,6.4,10.6,7.0,15.2,14.1,4,Aucun,8.8,5.1,2.0,Oui
Femme,22,Moyen,Général,Bien,Non,9.1,13.1,9.9,16.3,11.5,2,Actif,6.8,2.9,4.0,Oui
Homme,26,Faible,Général,Assez Bien,Oui,12.1,16.3,13.4,5.7,16.0,5,Occasionnel,7.2,1.5,10.8,Non
Femme,21,Élevé,Général,Aucune,Oui,9.1,16.1,11.4,11.0,12.4,4,Aucun,8.8,3.6,6.5,Oui
Femme,19,Élevé,Général,Bien,Non,12.1,7.2,13.9,8.6,16.1,2,Aucun,6.3,4.5,8.1,Oui
Homme,20,Moyen,Général,Bien,Non,13.5,13.4,11.5,9.9,11.7,5,Occasionnel,10.0,7.5,8.9,Oui
Femme,24,Faible,Technologique,Passable,Non,14.4,11.6,6.6,12.4,8.9,11,Occasionnel,5.6,2.7,9.3,Oui
Homme,19,Moyen,Général,Assez Bien,Oui,7.8,12.4,2.9,13.3,13.8,4,Aucun,10.0,9.4,12.6,Non
Homme,19,Élevé,Général,Aucune,Oui,18.1,11.0,10.9,10.6,13.5,6,Occasionnel,4.6,2.2,3.6,Oui
Homme,19,Élevé,Technologique,Bien,Oui,13.8,12.3,9.9,4.3,13.1,2,Aucun,7.5,10.0,10.3,Non
Homme,18,Faible,Général,Assez Bien,Non,11.5,12.4,7.6,7.6,11.7,4,Aucun,5.2,9.8,11.0,Non
Femme,21,Faible,Général,Bien,Non,14.8,10.6,5.4,14.1,12.9,9,Occasionnel,8.7,5.9,11.9,Oui
Femme,25,Élevé,Technologique,Bien,Non,18.6,9.8,8.3,1.4,12.0,2,Aucun,5.5,1.4,2.3,Non
Femme,21,Moyen,Général,Passable,Non,7.2,10.9,9.9,15.2,12.4,5,Actif,7.1,5.4,9.0,Non
Homme,20,Moyen,Technologique,Assez Bien,Oui,10.8,12.6,12.5,12.8,14.7,4,Aucun,5.2,4.5,14.9,Non
Femme,20,Élevé,Technologique,Passable,Non,4.4,13.5,11.1,15.6,13.4,5,Occasionnel,8.4,2.3,7.6,Oui
Homme,17,Faible,Technologique,Bien,Non,12.1,14.1,15.3,10.3,14.2,3,Aucun,5.2,6.2,9.9,Oui
Femme,23,Moyen,Général,Assez Bien,Non,12.6,10.8,7.4,3.8,12.5,4,Aucun,9.9,3.4,11.1,Non
Femme,20,Faible,Général,Assez Bien,Oui,11.4,12.7,13.1,12.5,12.3,5,Occasionnel,4.5,3.7,3.9,Oui
Femme,20,Moyen,Général,Aucune,Oui,9.5,14.4,10.6,15.5,10.7,7,Aucun,3.8,5.0,15.3,Oui
Homme,28,Élevé,Général,Bien,Oui,5.4,14.9,12.6,14.2,12.3,6,Occasionnel,8.4,4.1,10.0,Oui
Femme,21,Moyen,Général,Bien,Oui,12.6,11.9,9.2,8.7,6.4,5,Occasionnel,5.3,10.0,10.1,Oui
Femme,19,Élevé,Général,Assez Bien,Oui,15.9,11.4,13.7,11.3,11.8,7,Occasionnel,6.5,4.2,1.4,Oui
Homme,19,Moyen,Général,Assez Bien,Oui,9.7,12.5,11.4,9.1,12.8,5,Occasionnel,5.9,6.6,11.2,Oui
Femme,23,Moyen,Général,Bien,Non,12.8,9.1,8.5,8.1,14.1,9,Occasionnel,3.9,5.9,10.0,Oui
Homme,21,Faible,Général,Aucune,Oui,6.8,11.5,10.5,14.3,12.5,5,Occasionnel,6.3,6.4,14.5,Oui
Femme,17,Moyen,Général,Bien,Oui,12.9,13.9,9.8,6.8,13.7,5,Occasionnel,9.0,6.6,6.8,Non
Homme,23,Moyen,Technologique,Passable,Oui,10.3,13.6,12.0,7.9,8.6,8,Actif,8.5,7.7,4.0,Non
Homme,19,Faible,Général,Bien,Non,9.2,11.3,7.0,7.1,12.9,4,Aucun,7.0,6.2,5.3,Non
Femme,25,Moyen,Général,Passable,Non,9.2,12.5,10.4,5.8,9.6,2,Occasionnel,8.7,6.1,6.0,Non
Homme,23,Moyen,Professionnel,Aucune,Non,10.3,9.9,11.7,11.5,10.6,5,Aucun,4.4,5.6,3.5,Oui
Homme,19,Moyen,Général,Bien,Oui,12.6,13.8,10.6,15.1,12.6,3,Aucun,5.8,5.2,13.2,Oui
Homme,24,Moyen,Général,Aucune,Non,7.6,11.8,14.5,10.4,15.6,2,Aucun,7.3,3.2,13.3,Non
Homme,21,Moyen,Général,Assez Bien,Oui,10.3,11.3,12.8,5.7,13.7,5,Actif,6.2,5.3,7.2,Oui
Homme,23,Faible,Technologique,Aucune,Oui,11.4,11.1,10.5,13.9,13.0,8,Occasionnel,6.0,6.1,6.4,Oui
Homme,22,Faible,Général,Passable,Oui,8.2,11.8,11.2,16.9,13.0,3,Occasionnel,4.1,6.5,0.7,Oui
Femme,18,Moyen,Général,Bien,Oui,16.9,10.9,11.4,8.7,11.6,4,Aucun,2.3,6.0,10.8,Oui
Homme,19,Moyen,Général,Bien,Oui,8.9,13.6,11.7,9.3,11.9,11,Aucun,8.1,4.9,14.6,Oui
Homme,23,Faible,Professionnel,Bien,Non,9.5,11.0,5.0,12.8,13.9,4,Actif,7.0,5.4,5.5,Non
Femme,20,Élevé,Général,Très Bien,Non,8.6,16.0,9.6,16.7,10.2,7,Aucun,8.3,4.1,7.5,Oui
Femme,19,Moyen,Général,Bien,Oui,16.9,15.7,6.0,9.2,14.2,1,Aucun,5.6,6.3,9.7,Oui
Femme,18,Moyen,Professionnel,Bien,Non,13.2,9.8,14.3,6.3,12.2,3,Aucun,5.1,4.9,14.9,Oui
Femme,22,Faible,Général,Assez Bien,Oui,8.7,12.2,10.3,13.2,14.7,2,Occasionnel,6.5,6.0,8.8,Oui
Femme,26,Moyen,Professionnel,Passable,Oui,14.8,10.4,9.9,13.8,14.9,6,Aucun,8.2,8.0,8.8,Oui
Femme,18,Moyen,Général,Bien,Non,12.1,11.2,13.2,11.0,9.7,3,Aucun,6.0,3.7,8.7,Oui
Femme,21,Moyen,Technologique,Bien,Non,12.3,17.0,11.8,9.0,11.8,5,Occasionnel,8.1,7.0,2.3,Oui
Homme,24,Moyen,Général,Assez Bien,Oui,10.5,11.2,7.1,14.5,11.3,8,Aucun,4.5,5.6,2.2,Oui
Homme,20,Élevé,Technologique,Bien,Oui,9.3,12.9,10.3,12.8,9.4,8,Occasionnel,6.2,10.0,4.8,Oui
Femme,22,Moyen,Professionnel,Très Bien,Non,12.5,13.4,9.5,8.3,10.9,2,Aucun,6.4,5.0,12.1,Oui
Homme,18,Faible,Général,Bien,Non,9.9,9.5,5.3,11.2,17.9,6,Aucun,9.0,7.2,6.7,Oui
Homme,22,Moyen,Général,Aucune,Non,17.0,9.9,8.4,6.3,14.2,7,Occasionnel,6.9,5.5,5.9,Oui
Homme,20,Moyen,Général,Passable,Oui,7.7,9.0,9.9,13.4,16.8,3,Actif,10.0,2.0,5.8,Non
Femme,23,Moyen,Général,Assez Bien,Oui,16.1,9.8,10.2,10.1,14.7,4,Occasionnel,3.8,4.2,7.4,Oui
Femme,23,Faible,Général,Passable,Oui,11.2,4.9,6.1,9.5,11.5,8,Occasionnel,6.8,7.7,14.8,Non
Homme,27,Faible,Général,Assez Bien,Oui,12.4,13.4,14.0,10.9,12.2,6,Aucun,6.9,4.4,7.4,Oui
Femme,22,Élevé,Général,Passable,Non,14.0,17.1,10.2,11.1,14.2,5,Aucun,7.7,1.0,4.9,Oui
Homme,21,Moyen,Général,Passable,Non,9.6,12.4,10.6,14.1,13.9,2,Aucun,4.9,5.4,8.1,Oui
Homme,21,Élevé,Général,Assez Bien,Oui,14.1,8.5,11.7,13.1,11.8,6,Actif,9.9,2.8,15.0,Oui
Homme,20,Moyen,Technologique,Bien,Non,3.4,10.4,8.1,10.5,10.0,5,Actif,6.5,5.8,6.0,Non
